,Unnamed: 0,ARTCLASS,ARTDESCRIP,BLOCKNBR,COMPKEY,DIRHI,DIRLO,FID,FLOW,INTKEYLO,INTRHI,INTRLO,NATIONHWYS,OBJECTID,ONEWAY,ONEWAYDIR,OWNER,PVMTCATEGO,PVMTCONDIN,PVMTCOND_1,SEGDIR,SEGLENGTH,SHAPE,SHAPE_Leng,SLOPE_PCT,SPEEDLIMIT,STATUS,STNAME_ORD,STREETTYPE,SURFACETYP,SURFACET_1,SURFACEWID,Shape__Length,TRANCLASS,TRANDESCRI,UNITDESC,UNITIDSORT,XSTRHI,XSTRLO
231,231,2,Minor Arterial,400,13313,SW,NE,232,F,29557,5TH AVE AND VIRGINIA ST,4TH AVE AND VIRGINIA ST,N,1025,Y,NE, ,ART,86,95,NE,322.0,"{'paths': [[[-13618830.1658087, 6042721.96072275], [-13618734.5060197, 6042831.68582123]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.98060527801204,6,25,INSVC,VIRGINIA ST,Downtown Neighborhood,AC/PCC,PCC,44,145.569201665282,2,MAJOR TRANSIT ROUTE,VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,102500040,5TH AVE,4TH AVE
244,244,0,Not Designated,500,13433,S,N,245, ,28921,MERCER ST AND WARREN AVE N,REPUBLICAN ST AND WARREN AVE N,N,1038,N, , ,NON-ART,0,0,N,477.0,"{'paths': [[[-13620397.1155656, 6044407.13015981], [-13620395.9392184, 6044623.29502288]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",477.4082666126,0,20,INSVC,WARREN AVE N,Urban Village Neighborhood Access,AC/PCC, ,0,216.168063831463,0,NOT DESIGNATED,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,103350050,MERCER ST,REPUBLICAN ST
247,247,0,Not Designated,3000,13462,S,N,248, ,29661,DENNY WAY AND WARREN AVE N,1ST AVE AND WARREN PL,N,1041,N, , ,NON-ART,0,0,N,258.0,"{'paths': [[[-13620402.0478356, 6043519.0592303], [-13620401.9375985, 6043538.69121707], [-13620401.4761839, 6043620.96732826], [-13620401.3924035, 6043635.90690072]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",258.090726712321,2,20,INSVC,WARREN PL,Downtown Neighborhood Access,AC/PCC, ,0,116.84950865577801,0,NOT DESIGNATED,WARREN PL BETWEEN 1ST AVE AND DENNY WAY,103400300,DENNY WAY,1ST AVE
250,250,2,Minor Arterial,0,13496,SE,NW,251, ,30359,COLUMBIA ST AND WESTERN AVE,WESTERN AVE AND YESLER WAY,N,1044,N, , ,ART,62,0,NW,435.0,"{'paths': [[[-13618331.0658563, 6040849.53778819], [-13618323.6012684, 6040926.80425421], [-13618382.0848722, 6041021.65864598], [-13618386.1115066, 6041028.18948665]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",434.893200314091,0,25,INSVC,WESTERN AVE,Downtown Neighborhood,AC/PCC, ,44,196.733274130116,0,NOT DESIGNATED,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,104200079,COLUMBIA ST,YESLER WAY
251,251,2,Minor Arterial,1000,13499,SE,NW,252, ,29619,SPRING ST AND WESTERN AVE,MADISON ST AND WESTERN AVE,N,1045,N, , ,ART,90,0,NW,306.0,"{'paths': [[[-13618531.36099, 6041263.60582245], [-13618603.98203, 6041381.35477175]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",305.901129856278,0,25,INSVC,WESTERN AVE,Downtown Neighborhood,AC/PCC, ,46,138.342439327144,3,MINOR TRANSIT ROUTE,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,104200100,SPRING ST,MADISON ST
252,252,1,Principal Arterial,2300,13509,SE,NW,253,F,29704,BATTERY ST AND WESTERN AVE,BELL ST AND WESTERN AVE,Y,1046,Y,NW, ,ART,41,0,NW,426.0,"{'paths': [[[-13619647.1990944, 6042663.80162381], [-13619664.2256802, 6042676.95368438], [-13619792.0118678, 6042790.8189254]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.3407547315,1,25,INSVC,WESTERN AVE,Downtown,AC/PCC, ,46,192.67133863406897,0,NOT DESIGNATED,WESTERN AVE BETWEEN BELL ST AND BATTERY ST,104200230,BATTERY ST,BELL ST
253,253,1,Principal Arterial,2900,13515,SE,NW,254, ,29678,EAGLE ST AND WESTERN AVE,BROAD ST AND WESTERN AVE,Y,1047,N, , ,ART,62,0,NW,433.0,"{'paths': [[[-13620314.3557211, 6043248.81368924], [-13620461.7388584, 6043377.81178747]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",433.37511037673,1,25,INSVC,WESTERN AVE,Downtown,AC/PCC, ,46,195.86295846116798,3,MINOR TRANSIT ROUTE,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,104200290,EAGLE ST,BROAD ST
254,254,1,Principal Arterial,1900,13527,S,N,255, ,29550,VIRGINIA ST AND WESTLAKE AVE,6TH AVE AND WESTLAKE AVE,Y,1048,N, , ,ART,71,0,N,326.0,"{'paths': [[[-13618555.2405912, 6042867.99905332], [-13618558.3642033, 6042890.60686329], [-13618569.7409205, 6042972.94873041], [-13618571.2537189, 6042983.89768499], [-13618572.7311461, 6042994.59105378], [-13618575.430082, 6043014.1243431]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",325.862203067544,2,25,INSVC,WESTLAKE AVE,Downtown,AC/PCC, ,57,147.51344295336202,2,MAJOR TRANSIT ROUTE,WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,104350193,VIRGINIA ST,6TH AVE
255,255,1,Principal Arterial,100,13532,S,N,256, ,29510,JOHN ST AND WESTLAKE AVE N,DENNY WAY AND WESTLAKE AVE,Y,1049,N, , ,ART,68,0,N,427.0,"{'paths': [[[-13618657.8065524, 6043625.54344314], [-13618656.7869848, 6043818.96688895]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",427.22177683422797,1,25,INSVC,WESTLAKE AVE N,Urban Village Main,AC/PCC, ,58,193.426132945693,3,MINOR TRANSIT ROUTE,WESTLAKE AVE N BETWEEN DENNY WAY AND JOHN ST,104400010,JOHN ST,DENNY WAY
257,257,0,Not Designated,2500,13556,SE,NW,258, ,28007,WESTLAKE EAST RDWY AVE N AND NEWELL ST,WESTLAKE EAST RDWY AVE N AND HALLADAY ST,N,1051,N, , ,NON-ART,70,0,NW,753.0,"{'paths': [[[-13619180.0616389, 6047551.34650254], [-13619194.2062652, 6047582.62371699], [-13619225.2175008, 6047638.43361158], [-13619252.4992911, 6047687.11457919], [-13619286.6078063, 6047748.26600897], [-13619320.7285535, 6047810.01771087], [-13619337.3255022, 6047832.49947646], [-13619348.3863467, 6047847.28749503]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",753.3047976665559,1,20,INSVC,WESTLAKE EAST RDWY AVE N,Neighborhood Yield Street,AC/PCC, ,36,340.961638489787,0,NOT DESIGNATED,WESTLAKE EAST RDWY AVE N BETWEEN HALLADAY ST AND NEWELL ST,104450250,NEWELL ST,HALLADAY ST
276,276,1,Principal Arterial,1800,13737,SE,NW,277, ,29174,STEWART ST AND YALE AVE,HOWELL ST AND YALE AVE,N,1070,N, , ,ART,49,0,NW,426.0,"{'paths': [[[-13617679.7781522, 6043455.50146579], [-13617681.8495125, 6043457.30226988], [-13617682.8912345, 6043458.20133684], [-13617737.8086717, 6043506.42316991], [-13617824.5625784, 6043582.52180794]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.154977256489,2,25,INSVC,YALE AVE,Downtown,AC/PCC, ,42,192.605109752333,3,MINOR TRANSIT ROUTE,YALE AVE BETWEEN HOWELL ST AND STEWART ST,107600180,STEWART ST,HOWELL ST
278,278,0,Not Designated,600,13750,S,N,279, ,29121,YALE AVE N AND DEAD END 1,MERCER ST AND YALE AVE N,N,1072,N, , ,NON-ART,0,0,N,275.0,"{'paths': [[[-13617762.7740798, 6044573.72668011], [-13617762.8262687, 6044587.32198236], [-13617763.340102, 6044596.42425594], [-13617763.685003, 6044599.24259998], [-13617763.9215287, 6044600.8475595], [-13617765.0154563, 6044606.62337458], [-13617765.7292205, 6044609.58037395], [-13617767.0765228, 6044614.25435273], [-13617768.3890908, 6044618.09100573], [-13617769.5965189, 6044621.11941536], [-13617771.0299685, 6044624.46630457], [-13617772.6998635, 6044627.93611298], [-13617776.4472411, 6044634.57340868], [-13617782.2917056, 6044642.93947218], [-13617787.8243361, 6044649.70899795], [-13617789.8274028, 6044652.48989142], [-13617792.0711052, 6044655.8836972], [-13617793.3365309, 6044657.95680371], [-13617795.34495, 6044661.47809925], [-13617796.5530708, 6044663.81458031], [-13617798.1106631, 6044667.11905944], [-13617799.7217008, 6044670.83686429], [-13617800.5910003, 6044673.10564396], [-13617800.7123986, 6044673.69120389], [-13617801.2354976, 6044675.02948632], [-13617801.8772529, 6044677.14561053], [-13617802.183076, 6044677.91921888], [-13617804.5732069, 6044687.94807143]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",275.010091935329,4,20,INSVC,YALE AVE N,Urban Village Neighborhood Access,AC/PCC, ,0,124.466642544308,0,NOT DESIGNATED,YALE AVE N BETWEEN MERCER ST AND DEAD END 1,107700060,DEAD END 1,MERCER ST
292,292,0,Not Designated,900,13879,W,E,293, ,29797,E CHERRY ST AND DEAD END,BROADWAY AND CHERRY ST,N,1086,N, , ,NON-ART,33,0,E,340.0,"{'paths': [[[-13616684.1368154, 6041898.14730751], [-13616530.6219064, 6041897.01229604]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",340.189255899119,11,20,INSVC,E CHERRY ST,Urban Village Neighborhood Access,AC, ,30,153.51910474336398,0,NOT DESIGNATED,E CHERRY ST BETWEEN BROADWAY AND DEAD END,109100090,DEAD END,BROADWAY
293,293,2,Minor Arterial,1500,13884,W,E,294, ,30181,16TH AVE AND E CHERRY ST,15TH AVE AND E CHERRY ST,N,1087,N, , ,ART,71,0,E,322.0,"{'paths': [[[-13615803.8879747, 6041893.05499419], [-13615658.4848907, 6041892.11178942]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.21161261623797,9,25,INSVC,E CHERRY ST,Neighborhood Corridor,AC/PCC, ,40,145.406143166266,0,NOT DESIGNATED,E CHERRY ST BETWEEN 15TH AVE AND 16TH AVE,109100150,16TH AVE,15TH AVE
300,300,0,Not Designated,900,13953,W,E,301, ,29067,10TH AVE E AND E DENNY WAY,NAGLE PL AND E DENNY WAY,N,1094,N, , ,NON-ART,39,0,E,136.0,"{'paths': [[[-13616608.1614165, 6043660.39930425], [-13616546.741986, 6043661.05571591]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",136.081648353067,4,20,INSVC,E DENNY WAY,Urban Village Neighborhood Access,AC, ,30,61.4229380260909,0,NOT DESIGNATED,E DENNY WAY BETWEEN NAGLE PL AND 10TH AVE E,109650095,10TH AVE E,NAGLE PL
301,301,0,Not Designated,1500,13959,W,E,302, ,29061,16TH AVE AND E DENNY WAY,15TH AVE AND E DENNY WAY,N,1095,N, , ,NON-ART,58,0,E,320.0,"{'paths': [[[-13615792.1891451, 6043623.26034153], [-13615647.6054308, 6043622.66729903]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",320.327366512587,3,20,INSVC,E DENNY WAY,Urban Village Neighborhood Access,AC, ,40,144.58493053278798,0,NOT DESIGNATED,E DENNY WAY BETWEEN 15TH AVE AND 16TH AVE,109650150,16TH AVE,15TH AVE
330,330,3,Collector Arterial,1700,14225,W,E,331, ,30193,18TH AVE AND E JEFFERSON ST,17TH AVE AND E JEFFERSON ST,N,1124,N, , ,ART,62,0,E,322.0,"{'paths': [[[-13615514.6568805, 6041584.78627207], [-13615369.1375541, 6041583.85952117]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.480529062453,1,25,INSVC,E JEFFERSON ST,Neighborhood Corridor,AC/PCC, ,42,145.522277378373,2,MAJOR TRANSIT ROUTE,E JEFFERSON ST BETWEEN 17TH AVE AND 18TH AVE,111900170,18TH AVE,17TH AVE
332,332,2,Minor Arterial,900,14243,W,E,333, ,29052,10TH AVE E AND E JOHN ST,BROADWAY E AND E OLIVE WAY,N,1126,N, , ,ART,29,0,E,329.0,"{'paths': [[[-13616697.2837369, 6043852.37202758], [-13616548.8281052, 6043853.93321756]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",328.912171624968,3,25,INSVC,E JOHN ST,Urban Village Neighborhood,AC/PCC, ,40,148.463840383047,3,MINOR TRANSIT ROUTE,E JOHN ST BETWEEN BROADWAY E AND 10TH AVE E,112000090,10TH AVE E,BROADWAY E
343,343,1,Principal Arterial,1000,14339,SW,NE,344, ,29765,E MADISON ST AND E SENECA ST,10TH AVE AND E MADISON ST,Y,1137,N, , ,ART,82,0,NE,295.0,"{'paths': [[[-13616527.5106598, 6042506.51655977], [-13616414.0793828, 6042576.62563842]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",295.222126338637,2,25,INSVC,E MADISON ST,Urban Village Main,AC/PCC, ,48,133.348931390023,2,MAJOR TRANSIT ROUTE,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,112750100,E SENECA ST,10TH AVE
371,371,2,Minor Arterial,500,14596,W,E,372, ,29875,BELMONT AVE AND E PIKE ST,SUMMIT AVE AND E PIKE ST,N,1165,N, , ,ART,38,0,E,261.0,"{'paths': [[[-13617213.9489365, 6042891.37102107], [-13617096.3744239, 6042892.3548104]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",260.51712826501097,5,25,INSVC,E PIKE ST,Urban Village Neighborhood,AC/PCC, ,48,117.57862843963001,3,MINOR TRANSIT ROUTE,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,114650050,BELMONT AVE,SUMMIT AVE
372,372,2,Minor Arterial,1300,14604,W,E,373, ,29749,14TH AVE AND E PIKE ST,13TH AVE AND E PIKE ST,N,1166,N, , ,ART,49,0,E,322.0,"{'paths': [[[-13616102.5193479, 6042895.40016897], [-13615957.1356896, 6042896.92629059]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.141844475327,4,25,INSVC,E PIKE ST,Urban Village Neighborhood,AC/PCC, ,52,145.391668037312,3,MINOR TRANSIT ROUTE,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,114650130,14TH AVE,13TH AVE
376,376,2,Minor Arterial,900,14634,W,E,377, ,29736,NAGLE PL AND E PINE ST,BROADWAY AND E PINE ST,N,1170,N, , ,ART,66,0,E,193.0,"{'paths': [[[-13616689.0194805, 6043080.74790998], [-13616601.9145629, 6043081.66350888]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",193.00338912421398,1,25,INSVC,E PINE ST,Urban Village Neighborhood,AC/PCC, ,48,87.1097296536508,2,MAJOR TRANSIT ROUTE,E PINE ST BETWEEN BROADWAY AND NAGLE PL,114800090,NAGLE PL,BROADWAY
383,383,0,Not Designated,900,14698,W,E,384, ,29019,10TH AVE E AND E REPUBLICAN ST,BROADWAY E AND E REPUBLICAN ST,N,1177,N, , ,NON-ART,0,0,E,251.0,"{'paths': [[[-13616703.0021543, 6044384.36937045], [-13616589.7203116, 6044383.80412931]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",250.95638236322102,2,20,INSVC,E REPUBLICAN ST,Urban Village Neighborhood Access,AC/PCC, ,0,113.283252786028,0,NOT DESIGNATED,E REPUBLICAN ST BETWEEN BROADWAY E AND 10TH AVE E,115050090,10TH AVE E,BROADWAY E
391,391,0,Not Designated,1000,14774,W,E,392, ,29766,E MADISON ST AND E SENECA ST,10TH AVE AND E SENECA ST,N,1185,N, , ,NON-ART,40,0,E,257.0,"{'paths': [[[-13616529.851529, 6042575.78648928], [-13616414.0793828, 6042576.62563842]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",256.53070883769,2,20,INSVC,E SENECA ST,Urban Village Neighborhood Access,AC, ,36,115.775187294076,0,NOT DESIGNATED,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,115550100,E MADISON ST,10TH AVE
404,404,2,Minor Arterial,800,14885,W,E,405, ,29777,BROADWAY AND E UNION ST,SENECA ST AND E UNION ST,N,1198,N, , ,ART,74,0,E,245.0,"{'paths': [[[-13616795.3572522, 6042708.47116428], [-13616684.9813836, 6042705.57457841]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",244.64708535684503,7,25,INSVC,E UNION ST,Urban Village Neighborhood,PCC, ,36,110.41386954678002,3,MINOR TRANSIT ROUTE,E UNION ST BETWEEN SENECA ST AND BROADWAY,116500089,BROADWAY,SENECA ST
509,509,2,Minor Arterial,1700,19229,E,W,510, ,25150,BARNES AVE NW AND NW MARKET ST,17TH AVE NW AND NW MARKET ST,N,1697,N, , ,ART,19,0,W,363.0,"{'paths': [[[-13623155.0819024, 6051909.44771611], [-13623318.5585495, 6051909.80631544]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",361.83367415129203,1,30,INSVC,NW MARKET ST,Urban Village Neighborhood,AC/PCC, ,60,163.477040385061,2,MAJOR TRANSIT ROUTE,NW MARKET ST BETWEEN 17TH AVE NW AND BARNES AVE NW,151300170,BARNES AVE NW,17TH AVE NW
595,595,0,Not Designated,100,20030,W,E,596, ,31373,OCCIDENTAL AVE S AND S FOREST ST,1ST AVE S AND S FOREST ST,N,1783,N, , ,NON-ART,0,0,E,230.0,"{'paths': [[[-13618181.064585, 6036889.06617596], [-13618159.479583, 6036889.05071915], [-13618077.3962974, 6036888.99280335]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",229.856824863551,2,20,INSVC,S FOREST ST,Minor Industrial Access,AC, ,31,103.66831356934799,0,NOT DESIGNATED,S FOREST ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,159550010,OCCIDENTAL AVE S,1ST AVE S
641,641,0,Not Designated,3700,20436,W,E,642, ,33578,RAINIER AVE S AND S HUDSON ST,37TH AVE S AND S HUDSON ST,N,1829,N, , ,NON-ART,0,0,E,373.0,"{'paths': [[[-13612830.8638017, 6033476.74771825], [-13612662.6910618, 6033476.10604435]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",373.02899099479,0,20,INSVC,S HUDSON ST,Urban Village Neighborhood Access,ST, ,40,168.173964064606,0,NOT DESIGNATED,S HUDSON ST BETWEEN 37TH AVE S AND RAINIER AVE S,162400370,RAINIER AVE S,37TH AVE S
646,646,1,Principal Arterial,100,20482,W,E,647, ,30365,OCCIDENTAL AVE S AND S JACKSON ST,1ST AVE S AND S JACKSON ST,Y,1834,N, , ,ART,78,45,E,322.0,"{'paths': [[[-13618179.5182793, 6040433.93625957], [-13618105.9109907, 6040433.77374558], [-13618079.1821664, 6040433.71457098], [-13618034.1775073, 6040433.61568645]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.122254836571,1,25,INSVC,S JACKSON ST,Downtown,AC/PCC,AC/PCC,84,145.341125554896,3,MINOR TRANSIT ROUTE,S JACKSON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,162850010,OCCIDENTAL AVE S,1ST AVE S
647,647,1,Principal Arterial,1000,20493,W,E,648, ,30426,12TH AVE S AND S JACKSON ST,10TH AVE S AND S JACKSON ST,Y,1835,N, , ,ART,83,0,E,596.0,"{'paths': [[[-13616559.8810953, 6040430.50555192], [-13616290.9625669, 6040431.33349864]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",596.012178654588,5,25,INSVC,S JACKSON ST,Downtown,PCC, ,60,268.91980302104,2,MAJOR TRANSIT ROUTE,S JACKSON ST BETWEEN 10TH AVE S AND 12TH AVE S,162850100,12TH AVE S,10TH AVE S
658,658,2,Minor Arterial,100,20594,W,E,659, ,30368,OCCIDENTAL AVE S AND S KING W ST,1ST AVE S AND S KING ST,N,1846,N, , ,ART,38,0,E,229.0,"{'paths': [[[-13618179.8666514, 6040283.19543936], [-13618076.3699149, 6040282.95830018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",229.386377256592,0,25,INSVC,S KING ST,Downtown Neighborhood,AC/PCC, ,48,103.49700810446801,3,MINOR TRANSIT ROUTE,S KING ST BETWEEN 1ST AVE S AND OCCIDENTAL W AVE S,163550010,OCCIDENTAL W AVE S,1ST AVE S
659,659,0,Not Designated,650,20600,W,E,660, ,30515,MAYNARD AL S AND S KING ST,MAYNARD AVE S AND S KING ST,N,1847,N, , ,NON-ART,0,0,E,161.0,"{'paths': [[[-13617163.2381292, 6040293.1299606], [-13617090.4054551, 6040292.9240742]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",161.42370510456,5,20,INSVC,S KING ST,Downtown Neighborhood Access,AC/PCC, ,0,72.8329650653622,0,NOT DESIGNATED,S KING ST BETWEEN MAYNARD AVE S AND MAYNARD AL S,163550065,MAYNARD AL S,MAYNARD AVE S
676,676,0,Not Designated,0,20754,W,E,677, ,31204,UTAH AVE S AND S MASSACHUSETTS ST,COLORADO AVE S AND S MASSACHUSETTS ST,N,1864,N, , ,NON-ART,17,0,E,410.0,"{'paths': [[[-13618432.2096093, 6038622.56471819], [-13618283.2874632, 6038622.122381]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",330.129974465241,0,20,INSVC,S MASSACHUSETTS ST,Minor Industrial Access,AC, ,34,148.922803015706,0,NOT DESIGNATED,S MASSACHUSETTS ST BETWEEN COLORADO AVE S AND UTAH AVE S,165250005,UTAH AVE S,COLORADO AVE S
783,783,2,Minor Arterial,3800,21734,E,W,784, ,31921,FAUNTLEROY WAY SW AND SW ALASKA ST,38TH AVE SW AND SW ALASKA ST,N,1971,N, , ,ART,67,38,W,345.0,"{'paths': [[[-13623286.2862307, 6034142.70573474], [-13623441.3884734, 6034146.88824496]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",344.131972710093,1,30,INSVC,SW ALASKA ST,Urban Village Neighborhood,PCC,AC/PCC,47,155.158625574226,3,MINOR TRANSIT ROUTE,SW ALASKA ST BETWEEN 38TH AVE SW AND FAUNTLEROY WAY SW,173200380,FAUNTLEROY WAY SW,38TH AVE SW
813,813,2,Minor Arterial,800,1002,SE,NW,814, ,30348,1ST AVE AND MARION ST,1ST AVE AND COLUMBIA ST,N,1,N, , ,ART,19,0,NW,306.0,"{'paths': [[[-13618262.622115, 6041104.82655252], [-13618335.1913824, 6041222.6551156]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",305.99603847923197,1,25,INSVC,1ST AVE,Downtown Neighborhood,AC/PCC, ,52,138.383051148774,1,PRINCIPAL TRANSIT ROUTE,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,000100080,MARION ST,COLUMBIA ST
814,814,2,Minor Arterial,2800,1020,SE,NW,815, ,29677,1ST AVE AND BROAD ST,1ST AVE AND CLAY ST,N,2,N, , ,ART,48,0,NW,313.0,"{'paths': [[[-13620112.2278741, 6043265.45891965], [-13620218.7253602, 6043358.68175418]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",313.167073687222,1,25,INSVC,1ST AVE,Downtown Neighborhood,AC/PCC, ,52,141.53519500799,2,MAJOR TRANSIT ROUTE,1ST AVE BETWEEN CLAY ST AND BROAD ST,000100280,BROAD ST,CLAY ST
816,816,1,Principal Arterial,500,1029,S,N,817,F,28920,1ST AVE N AND MERCER ST,1ST AVE N AND REPUBLICAN ST,N,3,Y,N, ,ART,61,0,N,477.0,"{'paths': [[[-13620542.4529289, 6044407.92171069], [-13620541.260444, 6044623.74521617]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",476.65455050791496,2,25,INSVC,1ST AVE N,Urban Village Main,AC/PCC, ,42,215.826799861917,2,MAJOR TRANSIT ROUTE,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,000150050,MERCER ST,REPUBLICAN ST
844,844,0,Not Designated,4700,6541,N,S,845, ,33413,42ND AVE S AND S ANGELINE ST,42ND AVE S AND S AMERICUS ST,N,436,N, , ,NON-ART,28,0,S,311.0,"{'paths': [[[-13612230.1181909, 6034006.37825898], [-13612230.8019302, 6033865.76531439]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",310.92830094844203,13,20,INSVC,42ND AVE S,Urban Village Neighborhood Access,PCC, ,25,140.614606941067,0,NOT DESIGNATED,42ND AVE S BETWEEN S AMERICUS ST AND S ANGELINE ST,034150475,S ANGELINE ST,S AMERICUS ST
897,897,2,Minor Arterial,400,7224,SE,NW,898, ,30485,5TH AVE AND JEFFERSON ST,5TH AVE AND TERRACE ST,N,489,N,SE, ,ART,44,93,NW,305.0,"{'paths': [[[-13617477.6930188, 6040940.37022662], [-13617491.5905287, 6040962.90316983], [-13617550.2134765, 6041057.95105757]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",305.479435495951,6,25,INSVC,5TH AVE,Downtown Neighborhood,AC/PCC,PCC,47,138.14654754779102,2,MAJOR TRANSIT ROUTE,5TH AVE BETWEEN TERRACE ST AND JEFFERSON ST,038850040,JEFFERSON ST,TERRACE ST
899,899,2,Minor Arterial,2200,7245,SE,NW,900,T,29534,5TH AVE AND BELL ST,5TH AVE AND BLANCHARD ST,N,491,Y,SE, ,ART,79,0,NW,426.0,"{'paths': [[[-13619024.0842205, 6043085.64804723], [-13619168.805849, 6043212.46651405]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",425.774874200644,0,25,INSVC,5TH AVE,Downtown Neighborhood,AC/PCC, ,54,192.424721034695,2,MAJOR TRANSIT ROUTE,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,038850220,BELL ST,BLANCHARD ST
900,900,1,Principal Arterial,600,7264,S,N,901, ,28914,5TH AVE N AND ROY ST,5TH AVE N AND MERCER ST,Y,492,N, , ,ART,42,0,N,314.0,"{'paths': [[[-13619669.3057751, 6044620.975627], [-13619668.8852873, 6044707.74713766], [-13619668.6156885, 6044763.26126216]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",314.23580769325804,4,30,INSVC,5TH AVE N,Urban Village Main,AC/PCC, ,65,142.287308615201,2,MAJOR TRANSIT ROUTE,5TH AVE N BETWEEN MERCER ST AND ROY ST,038900060,ROY ST,MERCER ST
950,950,1,Principal Arterial,2000,7889,SE,NW,951,F,29543,6TH AVE AND LENORA ST,6TH AVE AND VIRGINIA ST,N,542,Y,NW, ,ART,54,0,NW,426.0,"{'paths': [[[-13618638.8571095, 6042941.38918715], [-13618783.5731854, 6043068.3374388]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",425.961405236395,1,25,INSVC,6TH AVE,Downtown,PCC, ,56,192.506106923023,3,MINOR TRANSIT ROUTE,6TH AVE BETWEEN VIRGINIA ST AND LENORA ST,044350200,LENORA ST,VIRGINIA ST
957,957,3,Collector Arterial,500,7984,N,S,958, ,30516,6TH AVE S AND S WELLER ST,6TH AVE S AND S KING ST,N,549,N, , ,NON-ART,39,0,S,306.0,"{'paths': [[[-13617308.5381417, 6040293.44767097], [-13617308.8976296, 6040154.99998694]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",305.91521760401,1,25,INSVC,6TH AVE S,Downtown Neighborhood,AC, ,42,138.44815075391898,0,NOT DESIGNATED,6TH AVE S BETWEEN S KING ST AND S WELLER ST,044550050,S WELLER ST,S KING ST
