,HOUR,UNITDESC,PARKING_SPACE,OCCUPANCY
296,8,39TH AVE S BETWEEN S AMERICUS ST AND S ANGELINE ST,14.0,0.35714285714285715
297,8,39TH AVE S BETWEEN S ANGELINE ST AND S EDMUNDS ST,6.0,0.5
298,8,39TH AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,13.0,0.7261904761904762
299,8,39TH AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,10.0,0.9
300,8,39TH AVE S BETWEEN S HUDSON ST AND S PEARL ST,16.0,0.375
301,8,39TH AVE SW BETWEEN SW OREGON ST AND FAUNTLEROY WAY SW,60.0,0.6166666666666667
302,8,3RD AVE BETWEEN BATTERY ST AND WALL ST,13.6,0.5517857142857142
303,8,3RD AVE BETWEEN BELL ST AND BATTERY ST,12.0,0.8518518518518517
304,8,3RD AVE BETWEEN BLANCHARD ST AND BELL ST,21.4,0.5058823529411764
305,8,3RD AVE BETWEEN BROAD ST AND DENNY WAY,3.8,0.6499999999999999
306,8,3RD AVE BETWEEN CEDAR ST AND CLAY ST,21.2,0.5833333333333333
307,8,3RD AVE BETWEEN CLAY ST AND BROAD ST,19.4,0.36911764705882355
308,8,3RD AVE BETWEEN LENORA ST AND BLANCHARD ST,21.6,0.6757647058823529
309,8,3RD AVE BETWEEN VINE ST AND CEDAR ST,1.2,0.6
310,8,3RD AVE BETWEEN VIRGINIA ST AND LENORA ST,6.25,0.35
311,8,3RD AVE BETWEEN WALL ST AND VINE ST,22.8,0.6421052631578947
312,8,3RD AVE N BETWEEN MERCER ST AND ROY ST,5.166666666666667,0.3988095238095238
313,8,3RD AVE N BETWEEN ROY ST AND VALLEY ST,14.0,0.7857142857142857
314,8,3RD AVE S BETWEEN S MAIN ST AND S JACKSON ST,2.0,0.5
315,8,3RD AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,4.857142857142857,0.7714285714285715
316,8,3RD AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,8.0,0.8571428571428571
317,8,3RD AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,14.5,1.0
318,8,3RD AVE W BETWEEN W THOMAS ST AND W THOMAS ST OVERPASS,4.0,0.75
319,8,40TH AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,13.0,0.9230769230769231
320,8,41ST AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,30.0,0.5666666666666667
321,8,42ND AVE S BETWEEN S AMERICUS ST AND S ANGELINE ST,9.0,0.4444444444444444
322,8,42ND AVE S BETWEEN S ANGELINE ST AND S EDMUNDS ST,19.0,0.3684210526315789
323,8,42ND AVE S BETWEEN S EDMUNDS ST AND S FERDINAND N ST,12.0,0.3333333333333333
324,8,42ND AVE S BETWEEN S FERDINAND N ST AND S FERDINAND S ST,9.0,0.5555555555555556
325,8,42ND AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,39.0,0.20512820512820512
326,8,42ND AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,45.0,0.6444444444444445
327,8,44TH AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,32.0,0.03125
328,8,44TH AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,31.0,0.3225806451612903
329,8,4TH AVE BETWEEN BATTERY ST AND WALL ST,18.0,0.3866666666666666
330,8,4TH AVE BETWEEN BELL ST AND BATTERY ST,16.25,0.6730769230769231
331,8,4TH AVE BETWEEN BLANCHARD ST AND BELL ST,18.75,0.5162337662337663
332,8,4TH AVE BETWEEN CEDAR ST AND CLAY ST,10.2,0.4333333333333334
333,8,4TH AVE BETWEEN LENORA ST AND BLANCHARD ST,14.4,0.8
334,8,4TH AVE BETWEEN MADISON ST AND SPRING ST,9.0,0.22999999999999998
335,8,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,8.4,0.45714285714285713
336,8,4TH AVE BETWEEN SPRING ST AND SENECA ST,2.4,0.4
337,8,4TH AVE BETWEEN STEWART ST AND VIRGINIA ST,11.0,0.7125
338,8,4TH AVE BETWEEN UNION ST AND PIKE ST,11.5,0.5
339,8,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,12.5,0.8250000000000001
340,8,4TH AVE BETWEEN VINE ST AND CEDAR ST,19.0,0.5966666666666667
341,8,4TH AVE BETWEEN VIRGINIA ST AND LENORA ST,14.4,0.54
342,8,4TH AVE BETWEEN WALL ST AND VINE ST,19.0,0.5858333333333333
343,8,4TH AVE N BETWEEN DENNY WAY AND BROAD ST,27.4,0.4826086956521739
344,8,4TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,10.0,0.3
345,8,4TH AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,17.666666666666668,0.9523809523809524
346,8,4TH AVE S BETWEEN S LANDER ST AND S FOREST ST,28.0,0.25
347,8,4TH AVE S BETWEEN S STACY ST AND S LANDER ST,15.0,0.4
348,8,4TH AVE W BETWEEN ELLIOTT AVE W AND W HARRISON ST,6.5,0.9166666666666667
349,8,5TH AVE BETWEEN BATTERY ST AND WALL ST,21.6,0.4444444444444445
350,8,5TH AVE BETWEEN BELL ST AND BATTERY ST,23.0,0.7114285714285715
351,8,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,27.5,0.5454545454545454
352,8,5TH AVE BETWEEN COLUMBIA ST AND MARION ST,9.0,0.7777777777777778
353,8,5TH AVE BETWEEN LENORA ST AND BLANCHARD ST,21.25,0.5294117647058824
354,8,5TH AVE BETWEEN MARION ST AND MADISON ST,9.0,0.85
355,8,5TH AVE BETWEEN STEWART ST AND VIRGINIA ST,15.75,0.5892857142857143
356,8,5TH AVE BETWEEN TERRACE ST AND JEFFERSON ST,4.0,1.0
358,8,5TH AVE BETWEEN VIRGINIA ST AND LENORA ST,26.75,0.7443181818181819
359,8,5TH AVE BETWEEN WALL ST AND VINE ST,19.2,0.425
360,8,5TH AVE N BETWEEN JOHN ST AND BROAD ST,4.75,0.8666666666666667
361,8,5TH AVE N BETWEEN MERCER ST AND ROY ST,8.5,0.5347222222222222
362,8,5TH AVE N BETWEEN ROY ST AND VALLEY ST,5.5,0.5
363,8,5TH AVE N BETWEEN VALLEY ST AND ALOHA ST,16.0,0.375
364,8,5TH AVE NE BETWEEN NE 71ST ST AND NE 72ND ST,16.0,0.375
365,8,5TH AVE S BETWEEN S JACKSON ST AND S KING ST,3.6,0.0
366,8,5TH AVE S BETWEEN S KING ST AND S WELLER ST,12.0,0.40584415584415584
367,8,5TH AVE S BETWEEN S WELLER ST AND S DEARBORN ST,21.714285714285715,0.5214285714285715
368,8,6TH AVE BETWEEN BATTERY ST AND WALL ST,15.2,0.3776223776223776
369,8,6TH AVE BETWEEN BELL ST AND BATTERY ST,14.2,0.7561157796451914
370,8,6TH AVE BETWEEN BLANCHARD ST AND BELL ST,19.5,0.6421703296703297
371,8,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,25.25,0.3238095238095238
372,8,6TH AVE BETWEEN LENORA ST AND BLANCHARD ST,11.0,0.6363636363636364
373,8,6TH AVE BETWEEN OLIVE WAY AND STEWART ST,3.6666666666666665,0.8333333333333334
374,8,6TH AVE BETWEEN PIKE ST AND PINE ST,22.2,0.8188579291365669
375,8,6TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,8.75,0.39285714285714285
376,8,6TH AVE BETWEEN UNION ST AND PIKE ST,10.8,0.7
377,8,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,8.75,0.5416666666666666
378,8,6TH AVE BETWEEN VIRGINIA ST AND LENORA ST,11.666666666666666,0.7551282051282051
379,8,6TH AVE BETWEEN WALL ST AND DENNY WAY,12.0,0.4600000000000001
380,8,6TH AVE BETWEEN WESTLAKE AVE AND VIRGINIA ST,10.8,0.7133333333333333
381,8,6TH AVE N BETWEEN DEAD END 1 AND ROY ST,12.5,1.0
382,8,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,21.6,0.48888888888888893
383,8,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,42.6,0.3111848248071158
384,8,6TH AVE N BETWEEN ROY ST AND VALLEY ST,8.5,1.0
385,8,6TH AVE S BETWEEN S BAYVIEW ST AND S LANDER ST,62.0,0.8548387096774194
386,8,6TH AVE S BETWEEN S JACKSON ST AND S KING ST,11.571428571428571,0.3203046953046953
387,8,6TH AVE S BETWEEN S KING ST AND S WELLER ST,19.428571428571427,0.2941176470588235
388,8,6TH AVE S BETWEEN S LANDER ST AND S FOREST ST,12.0,0.9166666666666666
389,8,6TH AVE S BETWEEN S LANE ST AND S DEARBORN ST,12.571428571428571,0.41428571428571426
390,8,6TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,15.714285714285714,0.3869701726844584
391,8,6TH AVE S BETWEEN S STACY ST AND S BAYVIEW ST,40.0,0.85
392,8,6TH AVE S BETWEEN S WELLER ST AND S LANE ST,13.0,0.5068027210884354
393,8,7TH AVE BETWEEN BATTERY ST AND AURORA NB AVE N,4.0,0.625
394,8,7TH AVE BETWEEN BELL ST AND DEXTER AVE,7.0,0.40666666666666673
395,8,7TH AVE BETWEEN BLANCHARD ST AND BELL ST,15.5,0.3208333333333333
396,8,7TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,9.5,0.84375
397,8,7TH AVE BETWEEN JAMES ST AND CHERRY ST,14.75,0.8113095238095238
398,8,7TH AVE BETWEEN LENORA ST AND BLANCHARD ST,8.0,0.75
399,8,7TH AVE BETWEEN MADISON ST AND SPRING ST,8.25,1.0
400,8,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,14.5,0.7745098039215685
401,8,7TH AVE BETWEEN PIKE ST AND PINE ST,4.8,0.55
402,8,7TH AVE BETWEEN PINE ST AND OLIVE WAY,9.0,1.0
403,8,7TH AVE BETWEEN STEWART ST AND VIRGINIA ST,7.4,0.7714285714285715
404,8,7TH AVE BETWEEN UNION ST AND PIKE ST,12.8,0.8333333333333333
405,8,7TH AVE BETWEEN WESTLAKE AVE AND LENORA ST,4.8,0.55
406,8,7TH AVE S BETWEEN S JACKSON ST AND S KING ST,9.142857142857142,0.4107142857142857
407,8,7TH AVE S BETWEEN S KING ST AND S WELLER ST,13.0,0.35173160173160173
408,8,7TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,13.714285714285714,0.08333333333333333
409,8,7TH AVE S BETWEEN S WELLER ST AND S LANE ST,16.857142857142858,0.241025641025641
410,8,8TH AVE BETWEEN BELL ST AND DENNY WAY,14.0,0.7076923076923077
411,8,8TH AVE BETWEEN BLANCHARD ST AND BELL ST,10.666666666666666,0.4583333333333333
412,8,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,18.0,0.9199999999999999
413,8,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,21.0,0.9777777777777779
414,8,8TH AVE BETWEEN JAMES ST AND CHERRY ST,13.75,0.8636363636363636
415,8,8TH AVE BETWEEN MADISON ST AND SPRING ST,2.5,0.625
416,8,8TH AVE BETWEEN MARION ST AND MADISON ST,4.8,1.0
417,8,8TH AVE BETWEEN OLIVE WAY AND STEWART ST,12.0,0.9166666666666666
418,8,8TH AVE BETWEEN PINE ST AND OLIVE WAY,4.8,0.5333333333333333
419,8,8TH AVE BETWEEN SPRING ST AND SENECA ST,5.0,0.75
420,8,8TH AVE BETWEEN STEWART ST AND VIRGINIA ST,8.75,0.7142857142857143
421,8,8TH AVE BETWEEN VIRGINIA ST AND WESTLAKE AVE,13.4,0.7952380952380953
422,8,8TH AVE BETWEEN WESTLAKE AVE AND BLANCHARD ST,10.333333333333334,0.6962962962962962
423,8,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,50.6,0.5407252638959956
424,8,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,7.25,0.7892156862745098
425,8,8TH AVE N BETWEEN JOHN ST AND THOMAS ST,25.8,0.43369458128078825
426,8,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,22.0,0.9090909090909091
428,8,8TH AVE N BETWEEN ROY ST AND VALLEY ST,32.0,0.6394088669950739
429,8,8TH AVE N BETWEEN THOMAS ST AND HARRISON ST,18.666666666666668,0.9570707070707071
430,8,8TH AVE N BETWEEN VALLEY ST AND ALOHA ST,19.2,0.6074128711045547
431,8,8TH AVE S BETWEEN S JACKSON ST AND S KING ST,2.8,0.32
432,8,8TH AVE S BETWEEN S KING ST AND S WELLER ST,9.857142857142858,0.06587301587301587
433,8,8TH AVE S BETWEEN S WELLER ST AND S LANE ST,14.714285714285714,0.14743589743589744
434,8,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,6.4,0.582857142857143
435,8,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,14.2,0.9818181818181818
436,8,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,7.0,1.0
437,8,9TH AVE BETWEEN HOWELL ST AND STEWART ST,13.333333333333334,0.8585858585858586
438,8,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,2.6666666666666665,0.5
439,8,9TH AVE BETWEEN LENORA ST AND BLANCHARD ST,9.8,0.9380952380952381
440,8,9TH AVE BETWEEN MADISON ST AND SPRING ST,16.8,0.6857142857142857
441,8,9TH AVE BETWEEN MARION ST AND MADISON ST,12.5,0.8500000000000001
442,8,9TH AVE BETWEEN PINE ST AND OLIVE WAY,13.333333333333334,0.8000000000000002
443,8,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,7.8,0.7333333333333333
444,8,9TH AVE BETWEEN SPRING ST AND SENECA ST,6.0,0.6
445,8,9TH AVE BETWEEN SPRUCE ST AND ALDER ST,8.0,1.0
446,8,9TH AVE BETWEEN STEWART ST AND VIRGINIA ST,6.4,0.8166666666666668
447,8,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,5.2,0.95
448,8,9TH AVE BETWEEN WESTLAKE AVE AND DENNY WAY,3.0,0.0
449,8,9TH AVE N BETWEEN BROAD E ST AND WESTLAKE AVE N,11.8,0.8431372549019608
450,8,9TH AVE N BETWEEN DENNY WAY AND JOHN ST,34.666666666666664,0.9743589743589745
451,8,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,19.0,0.96
452,8,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,16.0,0.375
453,8,9TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,13.0,0.9375
454,8,9TH AVE N BETWEEN THOMAS ST AND HARRISON ST,21.0,0.6507936507936507
455,8,ALASKAN E RDWY WAY BETWEEN MADISON ST AND SPRING ST,8.0,0.25
456,8,ALASKAN E RDWY WAY BETWEEN SPRING ST AND SENECA ST,6.0,0.08333333333333333
457,8,ALASKAN E RDWY WAY BETWEEN UNIVERSITY ST AND UNION ST,4.0,0.0
458,8,ALASKAN E RDWY WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,1.1666666666666667,0.6666666666666666
459,8,ALASKAN WAY BETWEEN COLUMBIA ST AND MARION ST,21.0,0.5714285714285714
460,8,ALASKAN WAY BETWEEN MADISON ST AND SPRING ST,26.0,0.1511111111111111
461,8,ALASKAN WAY BETWEEN MARION ST AND MADISON ST,19.0,0.15789473684210525
462,8,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,15.5,0.32585470085470086
463,8,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,21.5,0.22333333333333333
464,8,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,40.0,0.625
465,8,ALDER ST BETWEEN 9TH AVE AND TERRY AVE,15.25,1.0
466,8,ALDER ST BETWEEN TERRY AVE AND BROADWAY,11.25,1.0
467,8,ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,18.4,0.636078431372549
468,8,ALOHA ST BETWEEN AURORA AVE N AND DEXTER AVE N,12.0,0.5833333333333334
469,8,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,9.2,0.816969696969697
470,8,ALOHA ST BETWEEN MINOR AVE N AND YALE AVE N,20.8,0.9578947368421054
471,8,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,23.75,0.7499999999999999
472,8,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,27.5,0.28399725274725274
473,8,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,60.6,0.31004758942764327
474,8,BALLARD AVE NW BETWEEN NW 48TH ST AND NW DOCK PL,15.0,0.8
475,8,BALLARD AVE NW BETWEEN NW BALLARD WAY AND NW 48TH ST,38.0,0.8273809523809523
476,8,BALLARD AVE NW BETWEEN NW DOCK PL AND NW IONE PL,9.8,0.20779220779220778
477,8,BALLARD AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,7.6,0.3083333333333333
478,8,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,43.333333333333336,0.3554175293305728
479,8,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,34.2,0.6002463054187193
480,8,BATTERY ST BETWEEN 1ST AVE AND 2ND AVE,29.2,0.2820869565217391
481,8,BATTERY ST BETWEEN 2ND AVE AND 3RD AVE,14.4,0.5282051282051282
482,8,BATTERY ST BETWEEN 3RD AVE AND 4TH AVE,8.6,0.3833333333333333
483,8,BATTERY ST BETWEEN 4TH AVE AND 5TH AVE,13.6,0.4083333333333333
484,8,BATTERY ST BETWEEN AURORA AVE AND 7TH AVE,14.4,0.4666666666666667
485,8,BATTERY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,12.6,0.5704545454545455
486,8,BATTERY ST BETWEEN WESTERN AVE AND 1ST AVE,6.25,0.35000000000000003
487,8,BAY ST BETWEEN WESTERN AVE AND 1ST AVE,15.25,0.7053571428571429
488,8,BELL ST BETWEEN 1ST AVE AND 2ND AVE,4.4,0.55
489,8,BELL ST BETWEEN 2ND AVE AND 3RD AVE,2.4,0.4
490,8,BELL ST BETWEEN 3RD AVE AND 4TH AVE,3.2,0.4333333333333333
491,8,BELL ST BETWEEN 4TH AVE AND 5TH AVE,6.0,0.44000000000000006
492,8,BELL ST BETWEEN 5TH AVE AND 6TH AVE,10.8,0.39999999999999997
493,8,BELL ST BETWEEN 6TH AVE AND 7TH AVE,12.0,0.22499999999999998
494,8,BELL ST BETWEEN 7TH AVE AND 8TH AVE,13.0,0.5803571428571429
495,8,BELL ST BETWEEN 8TH AVE AND DENNY WAY,9.2,0.725
496,8,BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,13.5,0.9473684210526316
497,8,BELMONT AVE BETWEEN E PINE ST AND E OLIVE ST,34.25,0.917989417989418
498,8,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,12.75,0.5611111111111111
499,8,BLANCHARD ST BETWEEN 1ST AVE AND 2ND AVE,11.4,0.19714285714285712
500,8,BLANCHARD ST BETWEEN 2ND AVE AND 3RD AVE,20.8,0.32925191815856775
501,8,BLANCHARD ST BETWEEN 3RD AVE AND 4TH AVE,6.4,0.6954545454545455
502,8,BLANCHARD ST BETWEEN 4TH AVE AND 5TH AVE,9.6,0.8428571428571429
503,8,BLANCHARD ST BETWEEN 5TH AVE AND 6TH AVE,9.5,0.6035714285714285
504,8,BLANCHARD ST BETWEEN 6TH AVE AND 7TH AVE,7.0,0.8888888888888888
505,8,BLANCHARD ST BETWEEN 7TH AVE AND 8TH AVE,15.0,0.1
506,8,BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE,9.6,0.35
507,8,BOREN AVE BETWEEN FAIRVIEW AVE AND DENNY WAY,4.8,0.3
508,8,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,15.6,0.8857142857142858
509,8,BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,36.666666666666664,1.0
510,8,BOREN AVE N BETWEEN JOHN ST AND THOMAS ST,19.2,0.9493333333333333
511,8,BOREN AVE N BETWEEN MERCER NR ST AND VALLEY ST,44.0,0.7272727272727273
512,8,BOREN AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,19.0,0.8415103415103414
513,8,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,9.0,0.7208333333333333
514,8,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,7.0,0.7142857142857143
515,8,BOYLSTON AVE BETWEEN E PINE ST AND E OLIVE ST,7.25,0.8888888888888888
516,8,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,11.5,0.9722222222222222
517,8,BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST,13.8,0.6846153846153846
518,8,BOYLSTON AVE BETWEEN MARION ST AND MADISON ST,6.0,0.68
519,8,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,18.75,1.0
520,8,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,16.0,0.5893640350877193
521,8,BROAD ST BETWEEN 1ST AVE AND 2ND AVE,8.4,0.48571428571428577
522,8,BROAD ST BETWEEN 2ND AVE AND 3RD AVE,9.333333333333334,0.0
523,8,BROAD ST BETWEEN WESTERN AVE AND 1ST AVE,6.0,0.8400000000000001
524,8,BROADWAY BETWEEN E PIKE ST AND E PINE ST,8.25,0.38125
525,8,BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,22.8,0.5263157894736842
526,8,BROADWAY BETWEEN E UNION ST AND E PIKE ST,6.0,0.5
527,8,BROADWAY BETWEEN XW E OLIVE ST AND E HOWELL ST,20.2,0.5977941176470589
528,8,BROADWAY CT BETWEEN E SENECA ST AND E UNION ST,8.75,0.5071428571428571
529,8,BROADWAY E BETWEEN E DENNY WAY AND E OLIVE WAY,22.4,0.4658834586466165
530,8,BROADWAY E BETWEEN E HARRISON ST AND E REPUBLICAN ST,9.6,0.375
531,8,BROADWAY E BETWEEN E MERCER ST AND E ROY E ST,15.6,0.2615384615384616
532,8,BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST,20.4,0.17647058823529413
533,8,BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,25.2,0.5047619047619047
534,8,BROADWAY E BETWEEN E ROY W ST AND E ALOHA ST,26.666666666666668,0.8666666666666667
535,8,BROADWAY E BETWEEN E THOMAS ST AND E HARRISON ST,22.4,0.14250000000000002
536,8,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,42.75,0.16827731092436973
537,8,BROOKLYN AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,22.5,0.47222222222222227
538,8,BROOKLYN AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,34.8,0.25517241379310346
539,8,BROOKLYN AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,29.6,0.17208761942807685
540,8,CALIFORNIA AVE SW BETWEEN ERSKINE WAY SW AND SW HUDSON ST,30.0,0.26666666666666666
541,8,CALIFORNIA AVE SW BETWEEN SW ALASKA ST AND ERSKINE WAY SW,39.0,0.41025641025641024
542,8,CALIFORNIA AVE SW BETWEEN SW DAKOTA ST AND SW GENESEE ST,43.0,0.4883720930232558
543,8,CALIFORNIA AVE SW BETWEEN SW GENESEE ST AND SW OREGON ST,25.0,0.4
544,8,CALIFORNIA AVE SW BETWEEN SW HUDSON ST AND SW DAWSON N ST,13.0,0.23076923076923078
545,8,CALIFORNIA AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,52.0,0.4423076923076923
546,8,CEDAR ST BETWEEN 1ST AVE AND 2ND AVE,16.6,0.5670329670329671
547,8,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,15.0,0.7708333333333333
548,8,CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,18.0,0.76
549,8,CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,8.4,0.45714285714285713
550,8,CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,15.6,0.8153846153846154
551,8,CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,18.8,0.47678571428571426
552,8,CHERRY ST BETWEEN 1ST AVE AND 2ND AVE,16.0,0.826530612244898
553,8,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,13.428571428571429,0.6753246753246753
554,8,CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,15.75,0.8157051282051282
555,8,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,14.666666666666666,0.787878787878788
556,8,CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,7.0,0.75
557,8,CHERRY ST BETWEEN 8TH AVE AND 9TH AVE,8.75,0.9285714285714286
558,8,CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,23.5,0.8558823529411765
559,8,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,19.6,0.65
560,8,CHERRY ST BETWEEN MINOR AVE AND BROADWAY,8.2,0.8285714285714285
561,8,CHERRY ST BETWEEN TERRY AVE AND BOREN AVE,21.75,0.9342105263157894
562,8,CLAY ST BETWEEN 1ST AVE AND 2ND AVE,22.8,0.28421052631578947
563,8,CLAY ST BETWEEN 2ND AVE AND 3RD AVE,28.75,0.25
564,8,CLAY ST BETWEEN 3RD AVE AND 4TH AVE,20.2,0.5014705882352941
565,8,CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,31.2,0.5076923076923077
566,8,CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,25.2,0.2571428571428571
567,8,COLUMBIA ST BETWEEN 1ST AVE AND 2ND AVE,1.1666666666666667,0.3333333333333333
568,8,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,10.8,0.888888888888889
569,8,COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,6.0,0.85
570,8,COLUMBIA ST BETWEEN 5TH AVE AND 6TH AVE,8.25,1.0
571,8,COLUMBIA ST BETWEEN 7TH AVE AND 8TH AVE,9.4,0.8357142857142857
572,8,COLUMBIA ST BETWEEN 8TH AVE AND 9TH AVE,10.8,0.7333333333333333
573,8,COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,20.6,0.9764705882352942
574,8,COLUMBIA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,4.0,0.5833333333333334
575,8,COLUMBIA ST BETWEEN BOREN AVE AND MINOR AVE,15.0,0.6808823529411765
576,8,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,17.0,0.7647058823529411
577,8,COLUMBIA ST BETWEEN WESTERN AVE AND POST AVE,1.0,0.6
578,8,DENNY LOWER WAY BETWEEN STEWART ST AND EASTLAKE AVE,5.0,0.8
580,8,DEXTER AVE N BETWEEN ALOHA ST AND WARD ST,7.5,0.41666666666666663
581,8,DEXTER AVE N BETWEEN COMSTOCK ST AND LEE ST,11.0,0.4950980392156863
582,8,DEXTER AVE N BETWEEN DENNY WAY AND JOHN ST,5.0,1.0
583,8,DEXTER AVE N BETWEEN GALER ST AND GARFIELD S ST,1.0,1.0
584,8,DEXTER AVE N BETWEEN GARFIELD N ST AND HAYES ST,5.0,1.0
585,8,DEXTER AVE N BETWEEN GARFIELD S ST AND GARFIELD N ST,3.0,1.0
586,8,DEXTER AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,6.0,0.0
587,8,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,13.0,0.8472222222222222
588,8,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,13.0,0.7670454545454546
589,8,DEXTER AVE N BETWEEN LEE ST AND GALER ST,7.666666666666667,0.9393939393939394
590,8,DEXTER AVE N BETWEEN PROSPECT ST AND HIGHLAND DR,11.0,0.6696428571428572
591,8,DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,3.0,0.3333333333333333
592,8,DEXTER AVE N BETWEEN THOMAS ST AND HARRISON ST,9.75,0.3487179487179487
593,8,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,1.6666666666666667,0.5
594,8,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,15.0,0.5666666666666667
